timestamp,VOC,CH4,SMOKE,CO,ODOR,label
37456,353,408,167,79,570,cola
37472,353,410,167,79,569,cola
37488,353,411,167,78,569,cola
37504,352,410,167,79,570,cola
37520,352,406,168,79,570,cola
37536,351,403,167,78,572,cola
37552,351,401,167,78,574,cola
37568,350,399,166,78,575,cola
37584,349,398,166,78,576,cola
37600,349,397,165,78,577,cola
37616,349,398,165,78,577,cola
37632,348,399,164,78,576,cola
37648,348,400,164,78,576,cola
37664,348,402,164,78,575,cola
37680,348,404,164,79,575,cola
37696,348,404,164,79,576,cola
37712,347,402,163,78,578,cola
37728,347,398,162,79,581,cola
37744,346,395,161,78,584,cola
37760,345,393,159,78,586,cola
37776,345,391,158,77,588,cola
37792,344,390,156,77,589,cola
37808,343,388,155,76,590,cola
37824,343,388,154,75,591,cola
37840,343,389,153,74,591,cola
37856,343,392,153,74,591,cola
37872,343,397,153,74,591,cola
37888,342,400,153,74,591,cola
37904,342,399,153,75,591,cola
37920,341,396,154,75,591,cola
37936,341,391,153,76,592,cola
37952,340,389,153,77,592,cola
37968,339,390,151,77,593,cola
37984,339,396,151,77,594,cola
38000,340,405,151,78,595,cola
38016,341,414,152,79,595,cola
38032,342,422,153,81,594,cola
38048,343,429,155,81,592,cola
38064,344,435,157,82,591,cola
38080,345,439,160,82,590,cola
38096,346,443,162,83,589,cola
38112,347,446,164,83,588,cola
38128,347,449,167,83,587,cola
38144,348,451,169,83,586,cola
38160,347,453,170,82,585,cola
38176,347,455,172,82,584,cola
38192,347,456,174,81,584,cola
38208,348,457,175,80,583,cola
38224,348,459,176,79,582,cola
38240,349,460,177,79,580,cola
38256,349,461,178,79,580,cola
38272,349,462,178,78,579,cola
38288,350,463,179,78,578,cola
38304,350,464,180,79,577,cola
38320,351,465,181,79,576,cola
38336,352,465,183,80,576,cola
38352,352,465,183,80,575,cola
38368,353,464,184,81,574,cola
38384,354,464,185,82,574,cola
38400,355,464,186,83,573,cola
38416,356,465,187,83,572,cola
38432,357,467,189,83,572,cola
38448,358,470,190,83,571,cola
38464,359,471,192,83,571,cola
38480,359,472,194,83,571,cola
38496,360,470,196,82,571,cola
38512,360,468,197,82,571,cola
38528,360,467,199,81,570,cola
38544,360,466,199,81,571,cola
38560,359,464,200,80,571,cola
38576,359,460,200,79,572,cola
38592,357,450,200,78,573,cola
38608,356,440,200,78,574,cola
38624,356,435,199,78,575,cola
38640,355,434,198,79,576,cola
38656,355,435,197,79,577,cola
38672,354,435,197,80,578,cola
38688,354,434,196,80,578,cola
38704,354,434,195,79,578,cola
38720,354,436,194,80,578,cola
38736,353,439,193,79,578,cola
38752,353,440,192,79,578,cola
38768,353,438,191,79,578,cola
38784,353,435,190,79,578,cola
38800,353,432,188,79,578,cola
38816,353,431,186,80,579,cola
38832,353,430,185,80,579,cola
38848,352,429,183,80,580,cola
38864,352,429,182,80,581,cola
38880,351,429,181,81,582,cola
38896,350,429,180,81,583,cola
38912,350,429,179,80,584,cola
38928,350,428,177,81,585,cola
38944,349,426,176,81,585,cola
38960,348,425,175,81,586,cola
38976,348,425,175,82,586,cola
38992,348,426,174,82,586,cola
39008,348,429,174,82,586,cola
39024,349,433,175,81,586,cola
39040,349,436,175,81,585,cola
39056,350,440,176,81,585,cola
39072,350,442,177,81,586,cola
39088,350,443,177,81,587,cola
39104,350,442,178,81,588,cola
39120,349,438,177,81,590,cola
39136,349,433,177,82,591,cola
39152,348,429,176,82,593,cola
39168,347,426,176,82,595,cola
39184,347,427,175,82,595,cola
39200,348,429,175,83,596,cola
39216,348,432,174,83,597,cola
39232,348,434,174,83,596,cola
39248,348,435,173,83,597,cola
39264,348,434,173,83,597,cola
39280,347,432,173,83,599,cola
39296,347,430,173,83,600,cola
39312,347,428,172,83,602,cola
39328,346,425,171,83,604,cola
39344,346,423,170,83,606,cola
39360,345,421,168,83,608,cola
39376,344,420,167,83,609,cola
39392,343,419,166,83,611,cola
39408,343,419,165,82,612,cola
39424,342,419,165,82,613,cola
39440,342,420,166,82,614,cola
39456,342,420,167,81,615,cola
39472,342,421,168,82,615,cola
39488,341,419,168,82,616,cola
39504,341,416,168,82,616,cola
39520,341,413,167,82,617,cola
39536,339,410,166,82,618,cola
39552,339,407,164,82,619,cola
39568,338,405,163,82,620,cola
39584,337,404,162,82,621,cola
39600,336,405,162,82,621,cola
39616,336,408,162,82,621,cola
39632,335,409,163,82,621,cola
39648,335,407,165,82,621,cola
39664,335,402,166,81,620,cola
39680,333,398,166,81,620,cola
39696,332,395,165,81,621,cola
39712,331,395,165,82,621,cola
39728,330,398,164,83,621,cola
39744,330,398,165,84,622,cola
39760,330,399,165,85,623,cola
39776,330,403,166,87,624,cola
39792,331,411,166,88,624,cola
39808,332,421,167,89,624,cola
39824,334,430,168,89,623,cola
39840,339,438,169,90,622,cola
39856,344,443,170,90,621,cola
39872,349,448,172,91,619,cola
39888,352,452,172,91,618,cola
39904,355,455,173,91,617,cola
39920,356,458,174,91,617,cola
39936,356,459,175,91,616,cola
39952,355,458,176,91,617,cola
39968,354,455,177,91,617,cola
39984,353,451,178,91,619,cola
40000,353,443,178,91,620,cola
40016,352,432,179,91,622,cola
40032,351,423,178,91,624,cola
40048,350,418,176,90,626,cola
40064,349,415,174,90,628,cola
40080,349,414,172,89,630,cola
40096,349,416,171,87,631,cola
40112,348,421,171,86,633,cola
40128,348,425,171,85,634,cola
40144,348,428,171,85,634,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
40528,336,430,166,88,629,cola
40544,337,440,166,89,628,cola
40560,338,449,167,90,627,cola
40576,340,456,168,91,626,cola
40592,342,463,168,91,624,cola
40608,346,470,169,92,624,cola
40624,350,475,170,92,624,cola
40640,352,479,171,91,625,cola
40656,353,482,172,91,627,cola
40672,353,482,173,91,628,cola
40688,352,479,174,91,630,cola
40704,350,473,174,91,632,cola
40720,349,464,176,91,633,cola
40736,347,456,176,91,634,cola
40752,346,450,177,92,635,cola
40768,346,448,178,92,635,cola
40784,345,447,178,92,637,cola
40800,344,444,178,92,637,cola
40816,343,437,178,92,638,cola
40832,342,428,176,92,640,cola
40848,341,422,174,92,642,cola
40864,341,419,173,91,644,cola
40880,340,419,171,90,646,cola
40896,339,421,170,90,647,cola
40912,340,423,170,88,647,cola
40928,340,424,170,87,649,cola
40944,339,421,170,87,649,cola
40960,338,414,169,86,650,cola
40976,341,412,168,86,652,cola
40992,337,422,167,86,652,cola
41008,343,422,166,86,653,cola
41024,344,425,165,85,655,cola
41040,343,433,165,85,656,cola
41056,349,442,165,84,658,cola
41072,351,450,166,84,660,cola
41088,354,456,166,84,660,cola
41104,356,461,167,84,659,cola
41120,358,465,168,84,656,cola
41136,361,468,170,85,651,cola
41152,361,471,172,84,648,cola
41168,362,473,172,83,646,cola
41184,363,476,173,83,643,cola
41200,367,477,174,82,641,cola
41216,370,478,175,82,639,cola
41232,372,479,176,82,637,cola
41248,371,478,177,81,635,cola
41264,370,475,178,81,635,cola
41280,369,471,179,81,634,cola
41296,369,468,180,81,633,cola
41312,369,467,181,81,632,cola
41328,368,468,182,81,631,cola
41344,368,469,183,81,630,cola
41360,367,471,183,81,629,cola
41376,367,474,184,82,627,cola
41392,368,478,184,81,626,cola
41408,370,482,184,80,624,cola
41424,372,484,183,79,623,cola
41440,374,486,183,79,621,cola
41456,374,487,182,78,619,cola
41472,372,486,182,78,619,cola
41488,371,484,182,78,618,cola
41504,371,478,182,78,618,cola
41520,369,467,182,78,617,cola
41536,369,457,183,79,617,cola
41552,363,451,183,79,616,cola
41568,360,447,183,79,616,cola
41584,358,445,183,80,616,cola
41600,359,443,183,80,615,cola
41616,358,440,183,80,615,cola
41632,355,438,182,81,615,cola
41648,354,437,181,81,614,cola
41664,353,437,181,81,613,cola
41680,352,437,180,81,612,cola
41696,352,439,179,81,612,cola
41712,352,441,178,81,611,cola
41728,352,444,177,81,610,cola
41744,352,447,176,81,609,cola
41760,352,450,176,80,609,cola
41776,352,453,176,80,609,cola
41792,352,456,175,80,609,cola
41808,352,458,175,80,608,cola
41824,352,459,175,80,609,cola
41840,351,458,175,80,608,cola
41856,350,455,175,80,606,cola
41872,350,450,174,80,605,cola
41888,350,445,175,80,604,cola
41904,350,439,175,81,603,cola
41920,349,436,175,81,603,cola
41936,349,435,175,82,602,cola
41952,349,436,175,82,601,cola
41968,349,438,176,82,600,cola
41984,349,442,176,82,600,cola
42000,349,446,177,82,599,cola
42016,350,449,177,82,599,cola
42032,350,451,178,82,599,cola
42048,350,450,179,83,599,cola
42064,350,447,180,83,599,cola
42080,350,441,181,83,600,cola
42096,349,434,182,84,602,cola
42112,347,426,181,85,604,cola
42128,347,419,180,85,606,cola
42144,346,416,178,85,609,cola
42160,344,416,176,86,611,cola
42176,343,417,175,85,614,cola
42192,343,417,175,85,616,cola
42208,343,417,174,85,618,cola
42224,342,418,173,84,619,cola
42240,342,419,172,85,620,cola
42256,342,422,172,85,619,cola
42272,342,425,171,85,619,cola
42288,342,429,171,86,618,cola
42304,342,432,171,86,617,cola
42320,342,434,171,86,617,cola
42336,342,436,171,86,617,cola
42352,341,436,171,86,616,cola
42368,341,435,172,86,616,cola
42384,341,435,172,86,617,cola
42400,341,433,172,86,618,cola
42416,341,432,172,86,619,cola
42432,341,428,172,87,620,cola
42448,341,424,172,87,622,cola
42464,341,420,172,87,622,cola
42480,340,420,173,87,623,cola
42496,341,423,173,87,623,cola
42512,342,429,173,88,623,cola
42528,343,436,174,88,622,cola
42544,345,444,174,88,622,cola
42560,347,450,175,88,621,cola
42576,350,455,175,88,621,cola
42592,352,459,176,88,621,cola
42608,354,462,176,88,622,cola
42624,354,464,177,88,623,cola
42640,353,463,177,89,625,cola
42656,351,457,177,89,628,cola
42672,349,448,177,89,631,cola
42688,348,437,177,88,633,cola
42704,347,428,177,88,635,cola
42720,346,423,175,88,637,cola
42736,344,419,174,88,639,cola
42752,344,416,172,87,641,cola
42768,343,414,172,86,642,cola
42784,343,412,170,85,643,cola
42800,342,412,170,85,644,cola
42816,342,413,169,84,644,cola
42832,343,415,169,84,645,cola
42848,342,417,169,84,646,cola
42864,342,418,168,83,646,cola
42880,341,419,169,84,646,cola
42896,341,419,169,83,647,cola
42912,341,420,169,84,648,cola
42928,340,420,169,84,649,cola
42944,340,418,169,84,650,cola
42960,340,412,169,85,651,cola
42976,339,407,168,85,652,cola
42992,340,404,167,84,653,cola
43008,340,403,165,84,653,cola
43024,340,404,164,84,653,cola
43040,340,404,163,83,654,cola
43056,339,404,162,82,654,cola
43072,339,403,162,81,654,cola
43088,338,400,162,80,654,cola
43104,338,398,160,80,653,cola
43120,337,397,159,79,653,cola
43136,337,397,158,79,653,cola
43152,337,397,157,78,652,cola
43168,336,397,156,78,652,cola
43184,336,397,156,78,652,cola
43200,335,397,155,78,652,cola
43216,335,397,154,78,652,cola
43232,334,397,153,77,652,cola
43248,334,397,153,78,652,cola
43264,333,399,153,77,652,cola
43280,333,400,153,78,652,cola
43296,332,403,154,79,651,cola
43312,332,407,156,79,650,cola
43328,332,413,157,80,649,cola
43344,332,417,159,80,647,cola
43360,331,421,161,81,645,cola
43376,331,423,163,81,643,cola
43392,330,424,165,82,641,cola
43408,330,428,167,82,639,cola
43424,330,434,169,82,637,cola
43440,331,441,172,82,635,cola
43456,331,449,173,82,634,cola
43472,332,458,175,83,633,cola
43488,334,465,175,82,632,cola
43504,335,471,176,82,632,cola
43520,336,475,176,83,631,cola
43536,337,478,176,83,630,cola
43552,337,480,176,85,629,cola
43568,337,480,177,86,629,cola
43584,337,479,177,86,628,cola
43600,337,477,178,88,628,cola
43616,337,473,179,89,627,cola
43632,336,470,180,90,628,cola
43648,337,471,182,91,627,cola
43664,337,472,183,91,626,cola
43680,337,473,186,91,625,cola
43696,337,473,188,91,625,cola
43712,337,475,191,90,624,cola
43728,338,479,193,90,623,cola
43744,341,485,195,89,623,cola
43760,345,488,196,88,622,cola
43776,350,488,197,87,622,cola
43792,354,487,198,86,622,cola
43808,356,486,198,86,622,cola
43824,358,486,198,86,621,cola
43840,358,487,199,85,622,cola
43856,358,486,199,85,621,cola
43872,358,485,200,85,621,cola
43888,357,483,201,85,621,cola
43904,356,477,202,85,621,cola
43920,355,470,202,85,621,cola
43936,355,463,203,86,621,cola
43952,354,459,203,85,622,cola
43968,354,456,202,86,622,cola
43984,353,454,201,86,622,cola
44000,352,456,201,86,622,cola
44016,352,462,202,85,621,cola
44032,352,469,202,86,620,cola
44048,352,475,202,85,619,cola
44064,352,479,201,85,618,cola
44080,352,478,201,85,618,cola
44096,351,471,201,84,618,cola
44112,350,465,201,84,618,cola
44128,350,461,200,84,619,cola
44144,350,460,200,84,619,cola
44160,349,464,200,84,619,cola
44176,350,468,199,84,617,cola
44192,350,473,199,84,616,cola
44208,351,476,198,84,615,cola
44224,351,478,198,83,614,cola
44240,351,479,198,84,613,cola
44256,350,479,197,84,613,cola
44272,350,480,196,84,613,cola
44288,351,481,196,85,613,cola
44304,352,483,196,84,612,cola
44320,354,485,196,85,612,cola
44336,357,487,196,85,612,cola
44352,360,489,196,86,612,cola
44368,363,490,197,86,613,cola
44384,363,490,197,87,613,cola
44400,362,488,198,88,613,cola
44416,361,485,199,89,614,cola
44432,360,482,200,90,615,cola
44448,360,480,200,90,615,cola
44464,361,481,201,90,616,cola
44480,362,484,202,90,616,cola
44496,365,487,203,90,616,cola
44512,367,490,204,90,617,cola
44528,370,492,204,89,616,cola
44544,373,493,204,88,615,cola
44560,377,491,204,87,615,cola
44576,380,489,203,87,615,cola
44592,382,487,203,88,615,cola
44608,383,485,202,87,614,cola
44624,383,483,202,88,613,cola
44640,382,481,201,88,612,cola
44656,381,480,201,88,611,cola
44672,381,482,200,88,611,cola
44688,381,483,200,89,610,cola
44704,381,483,199,89,610,cola
44720,381,483,199,89,609,cola
44736,380,483,199,89,608,cola
44752,380,485,199,88,608,cola
44768,381,486,199,88,608,cola
44784,381,488,200,88,608,cola
44800,381,489,200,88,608,cola
44816,381,490,201,89,609,cola
44832,380,490,202,89,608,cola
44848,379,489,203,89,608,cola
44864,378,487,204,89,609,cola
44880,377,485,204,89,608,cola
44896,376,481,205,89,608,cola
44912,375,475,205,88,609,cola
44928,373,468,205,89,609,cola
44944,371,462,205,89,609,cola
44960,370,458,205,89,610,cola
44976,370,456,204,89,610,cola
44992,370,457,204,89,610,cola
45008,369,459,204,89,610,cola
45024,369,460,203,89,611,cola
45040,369,460,203,89,611,cola
45056,367,458,202,89,611,cola
45072,367,457,202,89,612,cola
45088,367,457,201,90,612,cola
45104,366,459,201,89,612,cola
45120,366,462,201,89,613,cola
45136,367,465,200,89,613,cola
45152,366,467,200,89,613,cola
45168,366,468,199,89,614,cola
45184,365,468,199,89,614,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
45648,356,468,183,93,627,cola
45664,356,474,184,93,626,cola
45680,357,479,184,93,626,cola
45696,358,482,185,93,625,cola
45712,358,485,187,93,625,cola
45728,357,487,188,93,625,cola
45744,356,486,190,93,625,cola
45760,355,483,192,93,625,cola
45776,355,481,194,93,625,cola
45792,354,479,196,92,625,cola
45808,354,477,199,92,625,cola
45824,354,473,200,92,624,cola
45840,354,467,202,92,624,cola
45856,354,460,205,92,624,cola
45872,353,456,206,91,624,cola
45888,353,456,207,91,623,cola
45904,353,459,207,90,622,cola
45920,354,464,208,90,622,cola
45936,355,468,208,90,622,cola
45952,356,474,208,89,621,cola
45968,357,479,208,89,621,cola
45984,360,483,207,89,621,cola
46000,362,486,206,88,621,cola
46016,363,487,206,88,621,cola
46032,364,488,205,87,621,cola
46048,365,489,205,87,621,cola
46064,364,489,205,87,620,cola
46080,363,488,205,87,620,cola
46096,362,487,206,87,620,cola
46112,362,486,206,87,619,cola
46128,361,484,206,87,619,cola
46144,361,478,206,88,619,cola
46160,359,469,206,88,619,cola
46176,358,459,206,89,619,cola
46192,357,453,204,90,620,cola
46208,357,451,203,90,621,cola
46224,356,451,201,91,622,cola
46240,356,451,199,91,623,cola
46256,355,450,198,91,624,cola
46272,354,450,196,91,625,cola
46288,353,450,195,91,626,cola
46304,353,448,193,91,628,cola
46320,352,447,192,91,629,cola
46336,352,448,190,91,629,cola
46352,352,453,189,91,630,cola
46368,352,458,187,91,630,cola
46384,352,464,187,91,630,cola
46400,354,469,186,91,630,cola
46416,357,474,186,91,629,cola
46432,359,478,186,90,629,cola
46448,359,480,186,91,628,cola
46464,358,480,186,91,628,cola
46480,356,476,185,91,628,cola
46496,355,471,185,91,629,cola
46512,355,468,185,91,629,cola
46528,355,467,185,91,629,cola
46544,355,470,185,91,628,cola
46560,357,474,185,92,627,cola
46576,358,477,185,91,626,cola
46592,358,479,184,92,627,cola
46608,357,480,184,92,628,cola
46624,356,478,184,93,630,cola
46640,356,477,184,93,629,cola
46656,355,475,184,93,630,cola
46672,355,473,183,94,631,cola
46688,355,473,183,94,630,cola
46704,355,473,183,94,630,cola
46720,355,472,183,94,630,cola
46736,354,469,183,95,630,cola
46752,354,465,183,95,630,cola
46768,353,462,183,95,631,cola
46784,353,461,183,96,631,cola
46800,354,465,183,96,630,cola
46816,355,471,183,96,630,cola
46832,357,475,182,95,630,cola
46848,358,478,182,95,630,cola
46864,359,481,182,95,629,cola
46880,360,483,182,95,629,cola
46896,361,485,182,94,629,cola
46912,362,485,182,94,628,cola
46928,361,485,182,94,629,cola
46944,359,482,182,94,629,cola
46960,357,474,183,94,630,cola
46976,356,465,183,94,631,cola
46992,355,458,182,94,631,cola
47008,354,454,182,94,633,cola
47024,352,453,182,95,632,cola
47040,352,455,182,94,630,cola
47056,356,456,182,95,629,cola
47072,355,454,182,94,629,cola
47088,353,452,182,95,629,cola
47104,351,447,181,95,628,cola
47120,350,448,182,95,628,cola
47136,352,456,181,94,627,cola
47152,357,463,181,94,627,cola
47168,361,468,180,93,626,cola
47184,363,472,179,93,626,cola
47200,365,475,178,93,626,cola
47216,366,478,178,93,625,cola
47232,368,479,176,92,624,cola
47248,369,480,176,92,624,cola
47264,367,480,175,92,623,cola
47280,364,472,175,92,624,cola
47296,362,458,175,92,626,cola
47312,361,450,173,93,627,cola
47328,360,449,172,93,628,cola
47344,362,455,171,93,629,cola
47360,366,464,171,92,629,cola
47376,369,472,171,92,629,cola
47392,371,478,171,92,629,cola
47408,372,482,171,91,629,cola
47424,371,482,171,91,629,cola
47440,370,475,171,91,630,cola
47456,369,467,172,92,631,cola
47472,367,462,171,92,632,cola
47488,367,461,171,92,632,cola
47504,366,463,171,92,631,cola
47520,366,466,172,93,630,cola
47536,366,471,172,92,630,cola
47552,366,477,172,92,628,cola
47568,368,483,173,92,628,cola
47584,369,488,173,91,627,cola
47600,372,492,173,92,627,cola
47616,375,495,174,92,627,cola
47632,377,497,174,92,627,cola
47648,376,497,175,92,627,cola
47664,372,494,176,92,630,cola
47680,369,484,177,93,629,cola
47696,367,474,177,93,629,cola
47712,365,468,178,93,629,cola
47728,364,464,179,93,628,cola
47744,364,464,179,93,628,cola
47760,364,468,179,92,628,cola
47776,364,474,179,91,627,cola
47792,366,479,179,91,627,cola
47808,369,481,179,91,627,cola
47824,372,481,178,90,627,cola
47840,374,480,177,89,625,cola
47856,375,480,177,89,624,cola
47872,377,483,177,88,623,cola
47888,377,481,176,87,622,cola
47904,376,477,175,87,622,cola
47920,374,472,174,87,622,cola
47936,373,468,173,87,621,cola
47952,372,465,172,86,621,cola
47968,372,464,171,86,621,cola
47984,372,464,170,86,621,cola
48000,371,465,169,86,620,cola
48016,371,468,170,86,620,cola
48032,372,473,169,85,618,cola
48048,374,479,170,85,617,cola
48064,376,480,170,85,615,cola
48080,376,475,170,84,614,cola
48096,373,468,169,84,613,cola
48112,372,464,169,83,613,cola
48128,371,462,169,83,614,cola
48144,371,462,169,83,613,cola
48160,369,462,168,83,614,cola
48176,368,461,169,83,614,cola
48192,367,459,168,84,614,cola
48208,367,457,168,83,614,cola
48224,367,456,168,83,614,cola
48240,366,456,168,84,614,cola
48256,366,458,168,83,614,cola
48272,366,461,168,83,614,cola
48288,366,465,168,83,614,cola
48304,365,468,168,83,614,cola
48320,365,469,168,83,614,cola
48336,365,468,168,83,614,cola
48352,364,464,168,83,614,cola
48368,364,460,169,84,613,cola
48384,363,457,168,84,613,cola
48400,362,456,168,83,613,cola
48416,362,457,169,83,613,cola
48432,361,459,168,83,613,cola
48448,361,462,169,83,613,cola
48464,361,465,168,83,612,cola
48480,361,468,168,83,613,cola
48496,361,469,168,83,612,cola
48512,360,470,168,83,613,cola
48528,360,470,168,83,612,cola
48544,359,468,168,83,612,cola
48560,359,464,168,83,612,cola
48576,358,457,168,84,613,cola
48592,357,449,168,85,613,cola
48608,356,444,168,85,613,cola
48624,355,441,167,86,614,cola
48640,355,440,166,86,614,cola
48656,354,440,165,86,615,cola
48672,354,442,165,87,615,cola
48688,354,444,166,86,615,cola
48704,353,446,166,87,615,cola
48720,353,448,166,86,615,cola
48736,353,447,167,87,614,cola
48752,353,444,167,86,614,cola
48768,352,438,167,87,613,cola
48784,350,434,167,87,613,cola
48800,349,431,166,88,612,cola
48816,348,429,166,88,612,cola
48832,347,430,165,88,612,cola
48848,347,432,163,88,612,cola
48864,347,435,163,88,612,cola
48880,347,441,162,89,612,cola
48896,348,447,162,88,612,cola
48912,349,452,162,88,612,cola
48928,349,456,162,89,612,cola
48944,350,459,163,88,612,cola
48960,350,461,163,88,612,cola
48976,349,461,163,88,613,cola
48992,349,460,163,89,613,cola
49008,348,455,163,89,613,cola
49024,347,448,163,89,612,cola
49040,346,441,162,89,612,cola
49056,345,437,163,89,612,cola
49072,344,438,162,90,612,cola
49088,343,439,161,89,612,cola
49104,343,441,161,90,612,cola
49120,342,444,160,90,612,cola
49136,342,445,160,89,612,cola
49152,342,447,160,89,612,cola
49168,342,446,159,90,612,cola
49184,341,445,159,90,612,cola
49200,341,443,158,89,613,cola
49216,340,441,158,89,613,cola
49232,340,440,158,90,613,cola
49248,340,438,157,91,612,cola
49264,339,437,157,91,612,cola
49280,339,436,157,91,611,cola
49296,339,434,157,91,611,cola
49312,339,433,157,91,611,cola
49328,339,432,157,91,611,cola
49344,338,432,157,92,611,cola
49360,339,432,156,92,611,cola
49376,339,432,157,92,612,cola
49392,339,432,157,92,612,cola
49408,338,432,157,92,613,cola
49424,338,432,157,91,615,cola
49440,338,431,157,91,615,cola
49456,337,432,157,92,616,cola
49472,337,434,157,91,618,cola
49488,337,436,158,91,619,cola
49504,337,440,158,91,620,cola
49520,337,444,159,91,621,cola
49536,337,446,159,90,622,cola
49552,337,448,160,90,622,cola
49568,337,450,161,90,623,cola
49584,337,451,161,90,622,cola
49600,337,453,162,90,622,cola
49616,336,454,163,91,621,cola
49632,336,455,163,91,620,cola
49648,336,456,164,90,619,cola
49664,336,455,164,91,619,cola
49680,336,454,165,92,618,cola
49696,335,451,165,92,618,cola
49712,336,447,166,93,618,cola
49728,336,442,166,93,617,cola
49744,336,439,166,94,617,cola
49760,336,438,166,94,617,cola
49776,336,436,165,95,617,cola
49792,335,435,165,95,618,cola
49808,335,435,164,95,618,cola
49824,335,436,164,96,618,cola
49840,335,437,164,96,618,cola
49856,334,436,164,96,618,cola
49872,334,434,164,97,619,cola
49888,333,430,163,97,619,cola
49904,332,428,161,97,621,cola
49920,332,428,160,98,622,cola
49936,331,434,159,98,623,cola
49952,332,443,159,98,623,cola
49968,334,451,160,98,623,cola
49984,337,458,160,98,623,cola
50000,339,462,162,98,622,cola
50016,339,466,162,97,622,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
,,,,,,cola
50448,344,449,162,93,631,cola
50464,348,458,162,93,631,cola
50480,351,468,163,93,630,cola
50496,354,475,163,92,630,cola
50512,357,479,163,92,631,cola
50528,359,480,163,91,632,cola
50544,362,480,162,91,634,cola
50560,363,479,162,92,636,cola
50576,364,479,161,91,636,cola
50592,362,478,161,90,638,cola
50608,360,473,161,90,639,cola
50624,359,466,160,89,641,cola
50640,358,458,160,89,643,cola
50656,357,452,159,88,644,cola
50672,357,448,158,88,646,cola
50688,357,445,158,88,648,cola
50704,357,443,157,88,649,cola
50720,357,441,156,87,650,cola
50736,356,440,155,87,651,cola
50752,357,439,154,86,652,cola
50768,355,438,154,86,652,cola
50784,353,435,153,86,653,cola
50800,352,432,153,86,652,cola
50816,351,432,152,86,652,cola
50832,349,434,152,86,652,cola
50848,349,437,152,86,652,cola
50864,348,440,152,87,651,cola
50880,347,441,153,87,650,cola
50896,347,443,153,88,649,cola
50912,347,444,153,88,648,cola
50928,346,445,153,89,647,cola
50944,346,445,154,89,647,cola
50960,346,446,154,90,647,cola
50976,346,448,155,90,647,cola
50992,346,451,155,91,648,cola
51008,346,454,155,91,650,cola
51024,346,457,156,91,651,cola
51040,347,461,156,91,652,cola
51056,348,465,156,91,654,cola
51072,350,470,156,91,655,cola
51088,352,473,157,91,655,cola
51104,355,475,157,91,656,cola
51120,359,476,157,92,655,cola
51136,362,477,158,92,655,cola
51152,365,478,159,92,654,cola
51168,368,479,159,93,653,cola
51184,369,481,160,94,652,cola
51200,371,483,161,95,652,cola
51216,373,485,162,96,652,cola
51232,375,487,163,96,650,cola
51248,377,489,164,97,648,cola
51264,378,489,165,97,647,cola
51280,378,490,166,98,644,cola
51296,377,490,167,98,642,cola
51312,377,490,168,98,639,cola
51328,377,491,170,98,636,cola
51344,379,494,171,98,634,cola
51360,383,494,171,96,631,cola
51376,386,492,173,95,628,cola
51392,388,488,174,94,625,cola
51408,387,484,174,92,622,cola
51424,386,480,174,90,619,cola
51440,385,474,173,88,617,cola
51456,383,470,173,87,615,cola
51472,383,468,172,85,614,cola
51488,382,467,172,84,612,cola
51504,381,467,172,83,611,cola
51520,381,466,172,82,611,cola
51536,381,465,172,82,610,cola
51552,380,464,172,81,609,cola
51568,380,462,172,81,608,cola
51584,379,461,171,80,608,cola
51600,379,460,171,80,607,cola
51616,379,460,171,80,607,cola
51632,378,459,170,80,606,cola
51648,378,458,170,79,606,cola
51664,378,457,170,79,605,cola
51680,378,456,170,79,604,cola
51696,377,455,169,79,604,cola
51712,377,454,169,79,604,cola
51728,377,454,168,78,603,cola
51744,377,453,167,78,602,cola
51760,377,453,167,78,600,cola
51776,377,452,166,77,599,cola
51792,376,450,165,77,598,cola
51808,376,448,164,77,597,cola
51824,374,446,163,76,596,cola
51840,373,443,162,76,594,cola
51856,372,442,161,75,593,cola
51872,371,441,160,75,593,cola
51888,371,441,160,74,593,cola
51904,370,441,160,75,592,cola
51920,370,442,160,75,592,cola
51936,370,447,160,75,592,cola
51952,371,451,160,76,591,cola
51968,371,452,160,75,590,cola
51984,371,452,160,76,588,cola
52000,371,450,159,76,587,cola
52016,371,448,158,75,587,cola
52032,370,445,158,75,586,cola
52048,369,444,157,75,586,cola
52064,369,445,156,75,585,cola
52080,368,446,156,75,585,cola
52096,368,447,156,74,585,cola
52112,368,448,156,75,585,cola
